duration,src_bytes,dst_bytes,packets,protocol,flags,connections_last_min,label
1.3150568445471564,267,234,11,0,0,1,1
3.9957562711848387,287,217,6,0,1,3,0
0.5635380923886348,325,214,9,1,1,2,0
0.2840397016008279,291,259,8,0,1,2,0
0.39775625390723557,311,236,6,0,2,5,0
0.3613422229349129,280,259,6,1,0,0,0
0.12963360322360132,323,247,10,1,6,2,0
1.08332513487161,330,241,6,1,5,2,1
1.3758488535174436,276,256,12,0,5,2,1
1.5078091306428072,338,296,7,1,1,1,1
5.309882795759777,293,197,7,1,6,3,0
2.1066602347767636,296,245,14,0,0,4,1
1.644865840495582,326,251,12,0,7,0,1
1.0434914819766037,311,245,11,1,5,0,0
0.592524198960791,292,275,6,0,1,2,0
0.044453556271847196,273,248,6,0,1,1,0
0.9566027868201981,313,265,14,0,5,4,0
0.6213830874929431,278,260,13,0,6,0,1
1.507961375109591,293,269,14,0,3,1,0
2.0280015811562464,289,233,13,0,0,2,1
0.3320688146972702,293,254,6,0,3,1,1
0.04975072120372614,294,234,13,1,3,3,1
0.9248222351227738,287,235,10,0,2,5,0
2.5534193997940475,294,268,12,0,7,4,0
0.821071596608456,302,244,9,0,2,2,0
2.130942885844376,294,238,12,0,1,2,0
0.7530147453398326,328,243,13,1,5,2,1
1.313994047643909,264,227,13,0,4,1,0
0.28878299468380514,298,257,10,0,4,2,0
0.13441725083868836,303,251,8,1,4,6,1
0.1424808327402921,1991,231,28,0,2,2,1
0.11768231807508758,312,217,10,0,2,1,1
0.054673118913529536,306,257,7,0,0,3,1
1.716593191494482,314,235,12,0,1,0,1
0.4486149987669271,322,267,6,1,4,3,1
0.38613126266509473,303,233,9,0,3,3,0
0.9349593345913374,321,237,12,0,5,3,0
0.1872674554681768,296,257,14,0,6,2,0
1.918292441851646,1190,236,20,1,4,4,0
1.2919560394404495,284,262,14,0,0,1,0
0.32924219600070564,325,253,13,0,0,2,0
0.2005918143724361,283,252,8,0,1,3,0
0.5310196092685465,305,257,13,0,2,3,0
0.3048308698067651,290,259,9,0,0,2,0
0.07573869889235595,312,236,11,0,6,3,0
0.5035597984521158,338,260,7,0,2,3,1
2.251878564701117,299,254,10,0,5,2,0
1.0088499373603437,297,252,12,0,1,4,1
3.082411225612162,301,241,14,0,0,1,1
2.046432325133137,305,227,14,0,1,1,0
1.1178920988415986,294,273,13,0,3,2,0
1.8506003950998422,292,242,11,1,3,2,1
0.7269306835668887,281,253,13,0,3,2,0
1.0678492560009665,300,227,6,0,7,2,0
0.3802188861549473,249,235,13,0,5,3,1
0.21905413174549496,295,254,7,0,5,5,0
2.1449173839231466,284,258,9,0,0,0,0
0.14030296197025907,304,265,14,1,3,3,0
0.18789899501048302,304,222,12,0,4,1,1
0.31024173757568946,319,250,13,0,4,4,0
0.9674993801737591,296,271,12,0,7,2,0
0.41383907602047015,322,240,11,0,3,2,1
0.6844829353149614,303,263,7,0,2,3,0
2.1597789009247332,281,274,14,0,7,4,0
1.5417202360342652,312,264,11,0,2,3,1
1.171246990387693,312,241,12,1,4,0,0
0.17094993045862605,322,266,9,0,0,2,0
1.1894209366929656,272,256,14,0,1,3,0
0.4544783315998827,286,266,10,1,0,1,0
0.12376359689378647,296,258,7,0,3,0,1
0.3994257180569916,299,262,7,0,7,0,0
0.07055743619132528,319,248,12,0,0,0,0
0.915085150120966,299,248,12,1,7,1,1
0.9716769214862169,308,244,7,0,6,1,1
0.29430010930499656,287,233,12,0,0,0,0
0.045841417026111296,293,261,14,0,0,0,0
2.729310446990541,298,257,10,0,7,1,1
0.8077991595337911,290,260,14,0,4,1,0
1.4880727897906234,293,227,7,0,1,2,0
0.35279488611087756,323,239,9,1,7,2,1
1.676400863298027,278,255,11,0,4,6,0
1.641271409616105,320,267,9,0,5,3,0
0.09313217936121788,1003,242,13,0,5,3,0
5.431589672018065,313,240,10,0,1,1,1
0.6735961781156423,305,244,9,0,2,2,0
1.3977584232701692,293,243,7,0,1,1,0
0.24369895166119332,287,241,9,0,4,2,0
0.9838213463931863,277,244,9,1,7,2,1
0.28624298864664643,305,260,13,0,5,6,0
1.6139449374426944,313,235,10,0,5,0,0
0.4630755520823069,317,241,9,1,1,2,0
0.7790971876126078,303,245,9,0,4,1,1
0.5280705734157549,291,234,11,1,7,1,1
0.7535100511906275,296,261,8,1,0,1,1
0.4723009380049046,299,211,13,0,1,3,1
0.6129939360719022,286,281,9,0,5,2,0
0.028721511466610204,277,256,9,0,0,2,0
1.5875089804999862,314,239,6,1,1,0,0
2.5096483883382312,326,233,13,0,7,2,1
0.5809595327310999,267,236,10,1,0,2,1
3.4040892966934733,307,278,7,0,3,4,0
0.16808649612775428,319,271,7,0,2,2,1
2.784647608936616,304,253,9,0,3,1,0
0.36435443432383513,304,261,13,1,2,4,1
0.6686582601421948,297,274,6,0,2,2,1
2.4369942917513727,284,251,7,0,6,0,0
0.12692493293028886,299,256,11,1,0,2,1
0.19098496008129723,260,242,10,0,1,1,0
1.3425286534513001,304,256,14,0,2,3,0
0.9823789215008222,308,259,12,1,6,2,1
0.2879688397459327,307,268,11,1,3,4,0
0.4433582931882115,306,272,9,0,0,0,0
0.749851050712077,305,266,11,0,4,2,0
1.8997553816655635,288,253,11,0,5,4,1
0.3583204003610748,323,245,8,0,3,4,0
0.7650648542251959,272,236,9,0,0,1,0
0.35418522043705447,285,251,14,0,7,4,1
0.3043185133518662,319,241,10,0,6,2,1
2.1335421945681414,304,233,10,0,7,3,1
0.5565830377633566,297,253,13,1,7,3,1
1.3394252684601282,312,260,8,0,2,2,1
0.3027025777727855,293,251,7,0,3,0,0
0.1860350940111288,279,230,14,1,7,1,1
1.1424078211889555,294,257,13,1,3,4,0
1.4174534661483917,300,259,9,0,6,1,1
0.950886444852336,274,232,14,1,5,1,1
1.1873516130319894,318,258,9,0,7,2,0
1.018852425371325,315,231,12,0,0,0,0
1.0919559509921228,275,270,6,0,5,2,0
2.2546826014947734,344,230,12,0,6,1,1
2.823469049743452,324,281,8,0,1,1,1
0.6623573405622959,303,257,8,0,5,2,0
0.09074493750219544,318,242,13,1,1,1,0
1.4037343050979292,288,270,7,0,7,4,1
0.8461935860813983,1253,244,19,0,7,1,1
2.440466587112093,298,242,14,0,0,2,1
1.0444733859758097,276,283,14,0,4,1,0
0.14026962492330494,286,248,9,1,3,3,0
1.0492073828040775,279,221,6,0,7,0,0
0.5724447094373178,380,224,9,0,2,1,0
0.11513613942953059,281,232,11,0,5,1,0
0.27385011012661453,293,229,9,0,0,6,0
3.4760395931951957,328,271,12,0,1,2,0
0.40292725961688863,2114,249,32,0,7,2,1
0.2580908728936734,1248,253,21,1,3,0,0
0.4441059758014889,306,261,11,0,6,1,1
2.0673543748199155,310,244,10,0,7,3,0
1.0888361765727501,343,242,7,0,7,5,0
0.19770508939601877,315,251,11,0,0,3,0
0.008129422833034009,300,246,14,0,1,2,0
0.43802351556799374,292,249,12,0,5,3,0
0.15062695079852467,301,211,12,0,7,2,0
2.0674620819983383,354,243,13,0,7,5,1
0.10658819619678696,291,249,9,1,5,2,0
0.6842425902103935,1397,241,20,0,0,1,1
1.0175274673718269,307,231,14,0,5,3,0
2.8700053938568244,289,244,10,0,2,0,0
0.2904781563884599,298,275,12,0,6,1,0
1.7357798997128928,306,273,11,0,4,3,0
0.7636693720121972,313,250,7,1,1,2,1
1.7300200420527727,305,272,8,1,6,5,1
0.35813006797677993,256,236,7,0,7,2,1
0.332768989344245,313,224,7,0,4,3,1
0.252773025505315,302,239,13,0,6,1,0
1.0438968219105396,310,271,14,0,0,0,0
0.6496266100952667,277,236,14,1,2,0,1
0.86607931246509,269,212,6,0,1,1,0
1.2828283748852816,291,254,10,0,2,2,1
1.1540774369940487,298,237,8,1,3,1,0
1.0452982866446112,314,285,6,0,3,0,1
1.3987476397425094,308,241,11,0,2,2,1
0.034436823445474836,289,226,13,1,4,3,0
1.5049398538863012,272,256,6,0,1,2,0
1.3004112766233569,296,257,11,0,2,2,0
0.43866314312447097,298,246,6,0,6,2,0
0.23972735672963535,248,259,13,1,4,6,0
0.7106144156597228,306,250,6,0,0,1,0
2.0256957461386347,308,238,9,0,2,3,0
0.32592806356227927,324,260,7,0,6,1,0
1.4332892380519973,300,259,9,1,1,1,0
2.969057888654966,288,218,9,0,7,4,1
0.3988246706945012,283,265,10,0,2,2,1
4.302772160729844,303,258,13,1,5,2,0
0.06039598272558849,303,261,14,0,3,2,0
0.03718497562743924,289,261,9,0,5,2,0
1.8573087241059774,271,219,13,0,6,4,0
0.6453881553499075,325,251,9,0,1,3,0
0.6060461013453459,301,242,7,0,2,3,0
1.9591772914840946,298,264,11,0,4,0,0
2.4749997066580396,318,266,12,0,2,2,1
0.8242784025289536,311,243,8,0,3,2,0
2.1065553890164446,304,240,11,1,7,5,1
1.01046984724226,289,237,9,0,1,3,1
0.5014629629970132,312,241,7,1,1,2,0
0.24329251664189527,308,213,9,0,4,1,1
1.3767652459932085,318,275,9,0,0,1,0
2.1408836436965824,298,259,9,0,0,4,0
2.6698869648623615,295,272,14,0,6,1,0
0.3020106473812679,274,244,9,0,2,0,1
1.0257996836638181,320,220,11,0,0,0,0
0.5133034307296984,295,241,6,1,5,1,0
1.711928419781258,936,249,14,0,3,1,0
0.22071446393145225,326,264,13,0,3,0,0
0.058946484860368464,304,259,14,0,3,3,0
0.3609140972902796,306,255,14,1,1,0,0
0.07066036428257613,295,234,6,0,6,2,0
0.471103699122514,304,262,13,0,0,2,0
0.4878800081779502,299,258,8,0,3,4,1
0.11338919217881528,313,247,6,0,2,3,0
3.0872302768364226,317,235,6,0,5,1,0
0.3021803331032674,280,273,12,0,4,4,1
1.1967678266668553,289,250,11,0,3,2,0
0.20072057272960267,286,241,11,1,4,1,0
0.5087669561834677,287,268,13,0,1,3,0
0.09024371368445662,338,218,6,0,1,2,0
0.11784197096271168,323,261,6,0,7,1,0
0.011151235811089236,318,237,14,1,4,4,0
1.6153670617131966,295,255,11,0,5,1,1
0.35525473593827656,310,270,12,0,7,1,0
0.6926325182679285,294,250,10,1,7,7,1
0.8689464897285845,311,260,7,0,4,0,0
0.1798130299187927,325,260,10,0,6,3,1
2.9331469691445498,281,243,14,0,4,2,0
0.5466443604323945,287,266,7,0,1,3,0
0.0753752293911616,322,236,7,0,4,2,1
0.10804393129987426,301,236,9,0,7,2,1
0.4963333049646248,293,237,10,0,7,2,1
0.12699114188633792,281,244,11,0,4,1,1
0.3263265440768887,315,245,7,1,7,4,0
0.7433347721699812,295,252,14,0,1,4,0
0.04149710590830733,303,255,7,1,0,4,0
0.3588947545220173,288,241,7,0,3,0,0
1.5698881582450421,282,245,14,0,1,2,0
0.07452170978071773,311,252,9,1,7,2,0
0.9703579740819206,273,243,11,0,0,3,0
0.050469845953398686,281,239,9,0,4,2,1
2.678108778517038,293,253,8,0,6,3,0
0.2541958831821383,284,249,10,0,0,1,0
0.2450821059913094,300,249,12,0,0,2,0
1.0901070261283965,285,258,6,1,4,0,0
2.259366901532878,319,267,13,0,7,1,0
3.1877369293648106,324,234,7,0,0,3,0
1.3817261922817983,2194,222,33,0,0,0,0
1.7276116298428026,309,265,14,0,7,3,1
1.0968462576879332,308,237,14,0,4,0,0
0.19253658017890707,274,227,11,0,5,2,0
1.1656526100256273,363,261,15,0,2,0,0
0.16688029401279636,280,253,13,0,2,0,0
0.9891627019684367,325,251,11,0,3,2,1
0.7672578764123835,313,258,14,0,1,1,0
0.35756437129600055,307,263,9,0,3,2,0
0.710144264262354,287,256,13,0,7,0,0
0.9022542371734172,276,231,14,0,5,1,0
0.23171685648388615,307,253,11,0,6,1,1
0.4180828162150445,284,257,7,0,3,4,1
0.42272816432313665,310,216,7,0,6,4,0
0.11242465616541455,333,274,8,0,3,3,0
0.2896455646667855,319,279,10,1,4,5,0
1.0260616734182906,320,250,9,1,5,1,0
1.1950953450858308,306,235,13,0,6,1,1
0.5739291177092244,309,264,8,1,7,5,1
0.599939617665731,265,257,7,0,0,3,0
0.3978591797422607,276,250,11,0,6,0,0
1.1666191088663176,291,229,7,0,5,4,1
0.40624261208258683,282,249,14,0,5,3,0
0.9581683314198998,310,233,6,0,0,2,0
0.6401115222707529,289,246,10,1,3,1,0
0.6002810550498718,297,255,14,0,7,2,0
2.87325589005893,289,227,10,0,7,1,1
2.144853703503543,298,247,13,0,1,6,0
0.953948051495801,317,240,9,0,3,5,0
1.1929052278988188,285,237,12,1,6,1,1
0.14797011828346168,298,277,12,0,7,3,0
0.46350362528347855,309,241,10,0,2,2,0
1.3026945329151136,308,252,6,0,6,1,1
1.0230112053546674,293,269,14,0,6,4,1
0.23671527753890453,2282,213,25,0,1,7,0
3.1058434861566266,297,249,9,0,0,1,0
0.03837956723580831,284,264,11,0,0,2,1
1.1133637835813222,286,244,12,0,1,1,1
0.09642762351956186,314,251,10,0,5,2,0
2.457298838474397,294,245,9,0,3,5,1
0.0865791766794177,318,238,9,0,5,2,0
1.551659864300225,308,245,14,1,0,5,0
0.18107526003791552,313,248,9,0,4,0,1
4.540530969020728,296,237,13,0,5,0,1
0.578086279466838,291,263,6,1,7,2,0
1.174286797884094,807,245,16,0,2,1,1
0.9793892003039166,295,249,12,1,4,2,0
0.6698924827212848,332,235,12,0,3,0,1
1.4420299110524233,306,304,10,1,2,3,0
0.7400127454521053,276,265,12,0,5,3,0
2.7406027077736583,288,238,10,1,4,0,0
0.061045913669306076,301,229,11,0,6,4,1
5.358865474175313,280,238,14,0,0,0,0
0.8278405508420567,302,286,12,0,1,0,0
0.2948392790153039,302,274,12,0,4,2,1
0.5865626058671407,275,243,14,0,4,0,0
1.2430498695193724,306,257,7,1,7,0,0
0.9968168815725921,306,244,11,0,5,2,1
2.087506708616695,294,233,11,0,0,3,0
2.275738207786621,294,264,12,0,3,3,0
0.9455467573033729,352,254,8,0,6,1,1
1.5743159402737685,330,252,12,1,6,0,1
0.6721757113822592,311,232,7,0,6,2,1
0.11501640979199891,302,277,9,0,3,1,1
0.5438865615768195,298,218,12,0,0,2,1
0.2940136792778885,945,254,14,0,1,7,0
1.9718681936931481,280,275,7,0,6,1,0
0.2289034434325963,265,273,12,0,2,1,1
1.2740974481744674,309,227,8,0,6,4,0
2.272813355555614,293,259,13,1,0,1,0
0.1338603660753382,305,243,14,0,3,2,0
0.9493569356629081,303,232,9,0,7,2,0
2.6084305894431035,308,259,12,0,1,1,1
0.515991963729606,291,251,8,0,0,1,1
0.49216069209396335,286,278,14,0,2,3,1
0.6640426973250644,318,232,8,0,0,3,0
0.20594493300088396,289,237,13,0,4,6,0
0.18008485603411936,291,254,13,0,1,4,1
3.1070514898235255,280,252,8,0,1,3,0
2.4009799413128685,301,278,13,0,4,3,0
0.5888472698209808,280,279,11,0,2,1,0
0.32349000813231016,287,245,12,0,5,5,0
1.3441593253349646,274,265,9,0,7,0,0
4.347894572488503,287,242,8,0,7,4,0
2.1672921954094613,291,266,12,0,5,4,0
0.48608343397614623,304,256,6,0,7,3,1
0.6622424798857837,298,233,9,0,5,1,1
1.0955143362329742,300,242,7,0,0,3,1
0.7508227386816657,308,253,6,0,7,3,0
0.3240686734709849,311,246,6,0,4,1,0
0.32115230799158795,306,266,6,0,0,0,1
1.0830987079056138,274,263,14,0,4,2,1
3.493006427577018,267,238,12,0,1,2,0
0.1916741969921064,265,264,14,0,4,5,1
1.1892137478865918,280,250,6,0,5,3,0
2.6246818286521365,316,247,14,0,0,3,1
0.012737874108723634,290,230,11,0,3,2,1
0.5486661245592855,303,219,13,0,0,2,0
1.347937174357002,308,255,13,0,0,6,1
2.273413113936874,319,265,8,0,1,0,1
2.817394921744403,286,236,12,0,6,4,0
0.33400908291751646,271,221,10,1,3,2,0
0.07058775069428785,304,261,9,0,0,4,0
0.3413776385050526,270,271,10,0,5,1,0
0.8089310867021997,289,247,7,0,4,1,1
0.2647806270256217,314,244,7,1,1,1,0
0.4294038038350554,288,285,14,0,4,2,0
1.4189703059860204,1176,235,21,0,1,3,1
0.01757280429231532,291,272,11,0,5,1,1
1.7765398326222452,295,254,12,0,7,4,0
0.02114418124988863,299,241,9,0,2,1,1
0.957548372179686,290,249,8,0,5,2,1
0.05905279268355731,288,275,14,0,0,0,0
0.3200499844906422,305,250,14,0,3,4,0
0.5841086766913477,316,237,7,0,7,2,0
2.1752954065027827,287,269,13,0,0,0,1
0.21582259342591154,306,232,9,0,7,3,0
3.885914126977382,282,256,12,0,0,1,0
2.178188095256309,294,252,6,1,3,1,0
0.07921221020991333,314,259,10,0,1,5,0
0.008934452364572852,298,256,7,1,0,1,0
0.1697836714523393,329,250,13,0,2,2,1
0.9746418347151228,324,239,9,0,4,3,0
6.169099648358276,307,261,8,0,5,4,0
0.3551950843011862,306,266,12,0,2,5,0
1.39764911142128,1761,242,29,0,3,1,1
0.0838804868694896,284,259,9,0,1,1,0
1.5614091549916829,305,248,12,0,5,2,0
1.9881509920217018,286,230,12,0,1,1,1
2.217004270563247,294,236,10,1,6,2,0
2.250796953727151,295,240,13,0,1,2,0
1.6454937288749296,312,233,7,0,5,3,0
0.0847925802406572,318,235,13,0,2,3,1
0.8240884936991104,322,240,9,0,7,6,0
0.43633813105166913,292,285,6,0,2,0,0
0.46846852000525974,305,249,14,0,7,1,0
2.2336141900347166,1541,225,24,0,6,3,0
2.155111982383464,308,250,13,1,3,4,0
1.1693945147257352,314,266,7,0,3,1,1
0.2515640198835336,284,259,12,0,2,1,0
1.1024401256108245,302,267,12,0,3,1,0
0.28743063461784435,298,271,14,0,3,0,0
1.484540619921027,271,220,8,0,1,2,0
0.19345839044225385,287,264,14,0,2,0,0
1.1837638081149926,341,249,12,0,7,1,1
0.4752700478898607,307,271,8,1,7,1,1
0.09449034812534032,291,263,7,0,0,2,0
1.3800778102561704,290,230,14,1,5,7,0
0.12694082120899627,311,234,11,0,1,2,0
4.2730229453216095,298,257,7,0,5,1,1
0.6588596052777789,280,267,7,0,4,1,0
0.35512025572794576,288,250,13,0,7,1,1
0.19944265030492433,280,255,7,1,5,1,0
0.7294722849439448,291,250,7,0,6,1,1
1.391113871529135,283,233,11,0,6,1,0
1.776196895448466,302,205,13,1,5,2,1
0.8790406373562663,296,260,9,0,3,3,0
3.3876592036568045,273,251,11,0,2,2,0
1.5516037460273442,312,238,12,0,2,3,0
0.17843738625126743,320,244,11,0,2,3,0
3.2361115954282424,315,261,12,0,2,1,1
0.4038445039028884,290,282,8,1,2,3,1
3.399980680394217,319,263,11,0,4,2,1
0.3102301762442755,312,250,6,0,2,2,0
0.5258514088051074,321,247,12,0,2,2,1
1.1461831323964107,293,241,13,0,5,0,0
0.07368334008518339,282,258,13,0,2,0,0
2.634023248677619,268,257,6,0,0,4,0
0.4486228619637489,1963,268,31,1,0,2,1
0.25928500400421345,279,279,9,0,6,5,0
0.0607069928571819,305,234,6,0,7,1,1
0.02547243637686184,273,236,10,1,5,1,0
0.029153025210257928,269,256,11,0,0,0,0
0.38131255661682023,309,238,9,0,4,3,1
0.365137090800512,322,265,12,1,2,0,0
1.0205630209139605,334,246,10,0,2,1,0
2.29001399294263,300,231,7,0,7,4,0
1.1725742721609822,264,272,11,0,6,1,1
1.0904591864915836,312,262,8,0,5,0,1
0.5538399272691571,279,248,7,1,4,3,1
0.9680211269084987,283,238,8,0,4,1,0
0.8006248051710145,303,261,14,1,7,3,1
0.05369157171292098,307,281,11,0,5,0,0
0.26871992220163304,303,251,8,0,4,2,0
0.2592652887368225,329,231,9,0,0,1,1
0.07685869635050112,332,234,13,1,7,3,0
0.45742604773738127,275,282,11,1,6,2,1
0.0593146816639604,292,226,12,0,2,1,0
1.504303952560772,316,254,11,1,2,0,1
1.5397654257086688,279,252,14,0,7,2,0
0.10773471950560463,293,240,11,0,7,4,0
0.0861725258069411,288,237,9,0,3,3,1
3.1297328865997933,288,245,8,1,1,0,1
0.31370823840793155,314,241,6,0,6,1,1
0.704537154540019,278,226,12,0,5,2,0
0.6147236311041591,309,262,14,1,7,4,1
1.2732343183407686,307,239,11,0,4,2,0
1.036546139277744,297,289,10,0,4,2,0
2.2884944928646993,301,234,7,0,1,4,0
0.18851264094718123,281,240,11,0,4,2,0
1.0326060178666676,341,259,8,0,2,1,0
0.4297585417754103,293,255,11,0,1,2,0
0.7148215656743103,326,263,8,1,6,0,0
4.144518360062226,330,241,13,0,2,2,0
0.5411514031446735,276,242,14,0,1,3,0
1.1790552099431564,292,243,8,1,7,3,1
0.6401887342090072,324,229,8,0,7,2,0
0.19643675882527561,288,264,14,1,3,1,1
0.01963706771170913,274,237,6,0,2,3,1
1.5597364442991728,303,236,10,1,1,1,0
0.09562916219769495,270,260,7,0,5,3,0
0.1962491102003749,268,265,9,0,4,1,1
0.9130479708067714,292,248,6,0,4,2,1
0.37342509890997994,283,255,7,1,6,4,0
0.6119077397458649,957,273,16,1,3,2,0
0.6257261756784981,307,256,6,0,5,1,0
0.024159700509180013,311,258,13,0,5,1,0
2.2065463048385032,299,245,11,0,6,2,0
4.05596302988449,291,240,10,0,5,1,1
0.6845637070346762,308,252,10,1,0,1,0
0.4130588932448107,288,204,12,0,4,2,1
2.270738724815637,283,248,13,0,7,1,0
0.5361583905229784,306,266,6,1,4,0,0
0.9734493926927512,272,237,12,0,4,2,1
2.068861293666254,292,242,10,0,4,2,0
0.43076209601777915,304,227,13,0,4,2,1
1.925767715555381,299,263,13,0,3,2,0
1.1432990122907531,314,273,12,0,7,1,1
1.0264113967084796,299,251,12,0,0,1,0
1.765583584507349,336,244,7,0,6,3,0
0.014617879557007243,311,240,13,0,1,1,1
0.37332177355419455,2028,271,29,0,1,1,0
0.22554849862283188,305,240,8,0,4,3,1
0.3286393304256644,302,232,8,0,5,0,0
0.42221416940500633,289,245,10,0,7,2,0
0.2574420207674033,312,238,9,0,2,4,1
0.5962522232483364,271,258,12,0,0,0,1
0.3529504037445777,311,260,9,0,2,4,1
0.5609422328139514,305,257,7,0,4,4,0
0.6508317225284753,295,247,9,0,2,4,0
0.27104971156954033,300,265,13,0,2,2,1
0.9702080036661626,337,251,13,0,7,6,1
1.1758170890911013,293,260,8,0,4,4,0
1.5577183739831064,301,240,13,0,5,2,1
0.22967095082761368,289,253,6,0,5,3,1
0.9920010457862942,292,273,14,0,3,0,0
1.3719695996248267,280,238,12,1,5,6,1
0.04766117127769696,300,261,6,0,7,3,0
0.5703015678256727,316,245,12,0,5,2,1
0.9506669370831936,315,264,10,0,2,3,0
0.2976264876921044,249,244,12,0,6,1,1
1.8384697610201366,254,257,8,0,1,1,1
1.2952014121216489,300,249,14,1,0,2,0
0.18975021263561256,303,248,13,0,3,2,0
0.5967900684747803,309,245,8,0,4,1,0
3.3529315118527383,291,244,9,1,3,5,1
0.7978894130535272,304,285,11,0,2,1,0
1.4219213746254797,290,236,8,0,2,1,1
2.4738549868335884,310,252,14,0,7,2,1
0.5929012270759181,278,251,7,0,2,3,1
0.09706149975395285,325,255,8,1,6,2,0
0.24808520215343977,321,252,10,0,2,1,1
0.6633480081815639,300,276,10,1,0,3,1
0.5868015797184021,298,255,6,0,0,1,0
0.811208695626572,289,248,14,0,1,1,0
1.3186837348458154,330,251,8,0,6,3,1
1.5203243891533131,284,242,6,0,3,3,0
1.0662268013323757,302,231,10,0,5,3,1
2.8603555911685805,297,260,14,0,7,0,1
3.6151118664478243,278,238,6,0,0,3,0
1.3050840496196372,360,255,11,0,0,3,0
1.9466535811873897,269,253,14,1,7,0,0
0.5151343309079336,310,268,14,0,4,1,0
0.14423477647646554,267,243,7,0,4,2,1
0.8416737636347456,301,252,11,0,2,4,0
2.590309596874793,323,265,13,0,6,3,0
0.16001587366198936,301,262,12,1,5,1,0
0.4380692137506351,300,266,11,1,2,2,0
0.9981719236065236,308,242,12,0,5,3,0
0.5743075942389508,300,253,10,0,0,1,0
0.053583110352885766,290,258,6,0,1,3,0
4.155219240630377,306,251,11,0,1,2,0
0.7770829670633007,322,230,11,0,6,2,1
0.29213223298727925,308,247,13,0,5,2,0
0.497743208993977,280,237,14,1,0,3,1
0.029464155338979458,271,250,9,0,7,3,1
0.8050818948108174,331,244,14,0,6,2,1
1.6458569866850743,303,251,6,0,3,2,0
0.8070641282236385,269,252,14,1,1,4,0
1.4849548385192468,291,294,7,0,3,2,0
0.675501282857832,287,261,11,1,4,2,1
1.4568179027260912,255,255,12,1,5,3,0
0.7070074839648216,323,272,11,0,2,3,0
1.0224532589532218,309,244,14,0,0,0,1
1.9225097555146315,291,230,10,0,4,1,1
4.3919899142705905,310,271,7,0,5,4,1
0.5380673636130389,334,241,11,0,2,1,0
3.445194255117418,298,236,8,0,5,2,1
0.11204643852520449,313,281,11,1,4,1,0
0.9085192934471843,306,246,9,0,4,1,1
0.7025254916201404,297,237,6,0,0,2,0
0.8628864475068956,303,236,11,0,2,2,1
1.8470055240488648,303,274,6,0,2,1,0
0.4938414781814676,333,246,8,0,6,2,1
4.201433414235016,297,294,11,0,6,1,1
0.7940397619212047,319,271,13,0,6,3,0
1.461934121076927,310,289,8,0,3,1,0
0.8894239222857286,309,223,8,0,2,3,1
0.7370899920707272,284,237,8,0,3,1,0
0.5753121642056873,304,257,11,0,6,5,1
0.024375258019526534,321,234,7,0,4,0,0
3.9289164222367967,277,261,10,0,4,0,0
1.041732223414402,311,270,13,1,3,3,1
